objective_value,dual_bound,solution,time,termination,nodes,time_limit,nullspace_formulation
0.8739215069684301,0.8739215069684301,7.477381962160286,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,4.860861146496821,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-16.023526143167604,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,4.959984944574651,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-14.716139568742832,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,3.2148950476847666,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,2.504309470368733,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,6.007249575350338,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,6.007249575350338,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,8.39000000000005,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,5.064375661482099,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,45.514009774517476,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.758177444106789,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.8739215069684301,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-22.809833310204972,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,2.6784818505075263,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,6.007249575350338,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-2.2815030940671246,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,43.59898531199754,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,14.716139568742832,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,5.064375661482099,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-5.064375661482099,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.4969837572615647,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.4969837572615647,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.1814980932459613,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,7.477381962160286,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,22.809833310204972,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-10.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,17.530865429786726,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,29.175827135565797,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-4.765319193197455,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-21.79949265599877,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-3.2148950476847666,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,7.477381962160286,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,5.064375661482099,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,4.959984944574651,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,16.023526143167604,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,10.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.22346172933182756,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-4.541857463865628,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,4.959984944574651,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-29.175827135565797,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,6.007249575350338,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,5.064375661482099,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,38.53460965051544,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,4.765319193197455,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,21.79949265599877,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,9.28253259916662,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-2.0000000000088143,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1000.000000000022,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-6.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,5.000000000000035,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0000000000003575,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-0.9999999999999472,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-2.9999999999962554,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-2.5000000000000098,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.000000000000031,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-500.08333333332035,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,0.9999999999999976,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,250.74999999999432,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,251.24999999999443,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-3.000000000000049,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.000000000000003,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.9999999999999516,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-494.08333333334366,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0000000000000675,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-498.0833333333405,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,499.0833333333335,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
0.8739215069684301,0.8739215069684301,-1.0,0.049418,OPTIMAL,1,600,true
